iter	MAE
653	569.0700704
654	568.5976014
655	568.5608105
656	568.4783732
657	568.0533193
658	567.9335637
659	567.7457276
660	567.6844252
661	567.2652396
662	567.0283435
663	566.9149596
664	566.5037028
665	566.3835943
666	566.2065716
667	565.9161843
668	565.5683519
669	565.1658477
670	564.7660603
671	564.3409692
672	563.9525962
673	563.8359786
674	563.7763992
675	563.6506587
676	563.5908374
677	563.5144713
678	563.0319585
679	562.8114676
680	562.4748971
681	562.102096
682	561.9609314
683	561.8628705
684	561.8059679
685	561.7341339
686	561.6043375
687	561.3876227
688	560.9120563
689	560.8461678
690	560.7573448
691	560.1248368
692	559.7731054
693	559.2313681
694	559.1402877
695	558.900574
696	558.8197077
697	558.5235775
698	558.4297674
699	558.2979604
700	558.1257598
701	557.9669031
702	557.7974898
703	557.3934252
704	557.3011087
705	557.009444
706	556.4470484
707	556.1689111
708	555.9182153
709	555.7247474
710	555.443895
711	555.3859064
712	554.8749317
713	554.4740447
714	554.2991836
715	554.1830022
716	554.0243393
717	553.5520076
718	553.2723913
719	553.2209969
720	552.9770212
721	552.9254692
722	552.4199449
723	552.3816286
724	552.0517325
725	551.994956
726	551.6713196
727	551.303097
728	550.9427187
729	550.8308481
730	550.7619089
731	550.6664161
732	550.4181916
733	550.1487333
734	550.0596985
735	549.8131185
736	549.5134945
737	549.3697823
738	549.2773333
739	549.1447365
740	549.0356575
741	548.7424412
742	548.6042997
743	548.5650346
744	548.5093205
745	548.4147756
746	547.9357251
747	547.8667761
748	547.3861466
749	547.292791
750	547.1653492
751	547.0931519
752	546.4854497
753	546.4020287
754	546.309195
755	546.1611512
756	545.6422725
757	545.2502144
758	545.1928069
759	545.028055
760	544.7198615
761	544.2900727
762	544.2456329
763	543.9357569
764	543.5771397
765	543.4072948
766	543.0367023
767	542.7863915
768	542.6211748
769	542.311267
770	542.2582037
771	542.123176
772	541.9675305
773	541.4703775
774	541.1816342
775	540.9657699
776	540.7362845
777	540.7111425
778	540.388443
779	539.9663508
780	539.9279095
781	539.8132679
782	539.4652444
783	539.0696737
784	538.6955323
785	538.5268838
786	538.1812552
787	537.7145739
788	537.4193653
789	537.0886465
790	537.0111219
791	536.8305944
792	536.6795823
793	536.399956
794	536.3171316
795	536.1643308
796	535.9897282
797	535.8359549
798	535.8032373
799	535.2256597
800	534.9786552
801	534.9261838
802	534.5490137
803	534.4694946
804	534.1880729
805	533.9560231
806	533.4882148
807	533.275439
808	533.1474877
809	533.0932034
810	532.8789812
811	532.7749959
812	532.5858241
813	532.5694057
814	532.2346918
815	531.9013715
816	531.8086058
817	531.6902657
818	531.3764733
819	531.1381341
820	531.0129543
821	530.4777323
822	530.4251663
823	530.3754554
824	530.2095068
825	530.0821111
826	529.903781
827	529.6399947
828	529.5355186
829	529.4762945
830	529.2707398
831	528.9552853
832	528.7121228
833	528.5732566
834	528.1040961
835	527.8791157
836	527.4634047
837	527.4370968
838	527.3603547
839	527.1742537
840	526.8551913
841	526.584015
842	526.3840859
843	526.1495401
844	525.8666368
845	525.7065119
846	525.5088827
847	525.2857856
848	525.0670968
849	524.762303
850	524.6676927
851	524.4531396
852	524.2527053
853	524.1507726
854	524.0948127
855	523.8615688
856	523.6713588
857	523.3296629
858	523.2399719
859	523.1747937
860	523.0556035
861	522.9631275
862	522.9348412
863	522.8539946
864	522.7874412
865	522.5274283
866	522.2671039
867	522.1488724
868	522.0859885
869	521.560684
870	521.3442594
871	521.2113482
872	520.8014172
873	520.6851346
874	520.332787
875	520.3090602
876	520.1762542
877	520.0743684
878	520.0557024
879	519.9466993
880	519.9007587
881	519.6711905
882	519.6293107
883	519.2883588
884	519.2561073
885	519.0789958
886	518.7182711
887	518.3170848
888	518.0489587
889	517.9986778
890	517.9416547
891	517.8112255
892	517.7727317
893	517.5144517
894	517.2102917
895	517.1188577
896	516.8538732
897	516.4747144
898	516.3524582
899	516.3040264
900	516.2227676
901	515.8494798
902	515.5923102
903	515.4603768
904	515.3999295
905	515.1401865
906	514.8560397
907	514.5974079
908	514.5522027
909	514.337754
910	514.2265253
911	514.1159715
912	513.8751204
913	513.6982739
914	513.3939042
915	513.2651585
916	513.0718618
917	512.9845788
918	512.7274242
919	512.7035216
920	512.5929488
921	512.4891314
922	512.35905
923	512.1313506
924	511.7047289
925	511.5457368
926	511.3105118
927	511.1405466
928	510.9565017
929	510.7951575
930	510.6747865
931	510.6203208
932	510.5469323
933	510.4715821
934	510.0999335
935	509.7680333
936	509.6904125
937	509.4770366
938	509.3722559
939	509.1108854
940	509.0092542
941	508.9378143
942	508.8397237
943	508.7354118
944	508.4409808
945	508.3572464
946	508.0256649
947	507.9066427
948	507.8275587
949	507.7897184
950	507.6946457
951	507.4860801
952	507.4421765
953	507.3960467
954	507.3692578
955	507.0955122
956	506.9407115
957	506.8408571
958	506.7236633
959	506.7029887
960	506.4426309
961	506.3964386
962	506.3244706
963	506.1674145
964	506.1118135
965	505.8922773
966	505.571437
967	505.4655764
968	505.3633549
969	504.9040483
970	504.7235978
971	504.6776191
972	504.621885
973	504.474063
974	504.3156385
975	504.0657365
976	504.0000777
977	503.899749
978	503.6223181
979	503.5656044
980	503.3866785
981	503.2790722
982	503.2342661
983	503.0033529
984	502.5685028
985	502.3802636
986	502.3250471
987	502.2679472
988	501.8952679
989	501.7926748
990	501.7598475
991	501.5374476
992	501.3929547
993	501.2171699
994	501.1611003
995	500.9974497
996	500.9266168
997	500.8687524
998	500.5017767
999	500.4785
1000	500.4400621
1001	500.2886803
1002	500.0097078
1003	499.9639368
1004	499.5624173
1005	499.4270973
1006	499.050492
1007	498.9900423
1008	498.758266
1009	498.3772038
1010	498.3003095
1011	498.2513282
1012	498.0918172
1013	497.8517243
1014	497.4673058
1015	497.329142
1016	497.1426914
1017	497.1105892
1018	497.0557015
1019	496.9701389
1020	496.8626753
1021	496.5730876
1022	496.3846158
1023	496.3307577
1024	496.0743081
1025	495.7376823
1026	495.6185784
1027	495.5577562
1028	495.4589523
1029	495.367082
1030	495.2803914
1031	495.1729237
1032	495.1180839
1033	495.0221538
1034	494.8234063
1035	494.7559208
1036	494.5789559
1037	494.4303377
1038	494.3940017
1039	494.1460791
1040	493.8547629
1041	493.7062712
1042	493.6421606
1043	493.4280465
1044	493.2734918
1045	493.2120312
1046	492.9109926
1047	492.8767966
1048	492.8468214
1049	492.6982792
1050	492.4948787
1051	492.3258938
1052	492.1348052
1053	492.0052439
1054	491.8728214
1055	491.7039977
1056	491.567839
1057	491.4845924
1058	491.3901862
1059	491.3352579
1060	491.2090821
1061	491.1052944
1062	490.7008172
1063	490.6722839
1064	490.6561763
1065	490.6316241
1066	490.4209019
1067	490.3383846
1068	490.1772169
1069	489.8874768
1070	489.7747848
1071	489.7533134
1072	489.6107217
1073	489.4363177
1074	489.3243482
1075	489.2621455
1076	489.1425416
1077	488.9988561
1078	488.8806231
1079	488.722207
1080	488.5597882
1081	488.348803
1082	488.1979156
1083	488.1116415
1084	488.0570505
1085	487.9230419
1086	487.7156468
1087	487.6558282
1088	487.393569
1089	487.3317191
1090	487.1697677
1091	487.1273483
1092	487.032045
1093	486.9162204
1094	486.8758874
1095	486.8167815
1096	486.7744921
1097	486.6375676
1098	486.3659424
1099	486.2085837
1100	486.1772468
1101	486.0962884
1102	486.0388458
1103	485.8861418
1104	485.7621132
1105	485.4346319
1106	485.1881022
1107	484.795285
1108	484.616597
1109	484.4443199
1110	484.388771
1111	484.2881553
1112	484.2348153
1113	484.1217165
1114	483.9306204
1115	483.9210563
1116	483.7456783
1117	483.5648917
1118	483.3895467
1119	483.2677786
1120	483.0753201
1121	482.9620063
1122	482.8290502
1123	482.8093346
1124	482.6984332
1125	482.5194422
1126	482.3378432
1127	482.2856042
1128	482.0303389
1129	481.9061567
1130	481.868578
1131	481.7136629
1132	481.510354
1133	481.4607274
1134	481.2654903
1135	481.1763185
1136	481.0388665
1137	480.6015094
1138	480.5600633
1139	480.5151523
1140	480.3911124
1141	480.3471129
1142	480.2877438
1143	480.2347741
1144	480.036623
1145	479.948332
1146	479.7069849
1147	479.5528356
1148	479.3967689
1149	479.2514375
1150	479.1707121
1151	479.1079183
1152	478.9240907
1153	478.7461997
1154	478.6488264
1155	478.5185675
1156	478.4574271
1157	478.4169201
1158	478.3034341
1159	478.2740304
1160	478.2369884
1161	478.0891762
1162	477.9452344
1163	477.8519119
1164	477.8292784
1165	477.6678207
1166	477.5668101
1167	477.4878778
1168	477.297847
1169	477.1679543
1170	477.0732287
1171	476.8987341
1172	476.7860873
1173	476.5694046
1174	476.4325968
1175	476.371297
1176	476.3298706
1177	476.3125756
1178	476.1693403
1179	476.0428541
1180	475.9965481
1181	475.8452032
1182	475.8317382
1183	475.5909712
1184	475.5701771
1185	475.3757605
1186	475.3073074
1187	475.1176245
1188	475.0846071
1189	474.9033418
1190	474.8595481
1191	474.7604373
1192	474.6731292
1193	474.6401197
1194	474.5266876
1195	474.4850636
1196	474.4666123
1197	474.4207073
1198	474.37968
1199	474.3466754
1200	474.1789641
1201	474.0054666
1202	473.8080666
1203	473.7043758
1204	473.6324861
1205	473.5638599
1206	473.4611664
1207	473.2983656
1208	473.2676311
1209	473.1884616
1210	473.0150671
1211	472.769172
1212	472.6221102
1213	472.5165017
1214	472.4280012
1215	472.3143939
1216	472.2360809
1217	472.1835751
1218	471.9888837
1219	471.8588101
1220	471.8349141
1221	471.6585871
1222	471.5053626
1223	471.4414256
1224	471.2470154
1225	471.1902995
1226	471.1486934
1227	471.0991666
1228	470.9571307
1229	470.7990205
1230	470.7462402
1231	470.7079882
1232	470.526776
1233	470.4761649
1234	470.2314168
1235	470.16642
1236	470.0724603
1237	469.9192402
1238	469.8104708
1239	469.5596743
1240	469.375294
1241	469.2595801
1242	469.2007047
1243	468.9929131
1244	468.9087907
1245	468.8140861
1246	468.6974725
1247	468.4699819
1248	468.3331777
1249	468.2157472
1250	468.0988446
1251	467.8988779
1252	467.6431198
1253	467.5583649
1254	467.5378738
1255	467.3531297
1256	467.2358475
1257	467.1084579
1258	466.9896195
1259	466.9587942
1260	466.7616408
1261	466.61251
1262	466.5832432
1263	466.2299828
1264	466.1753837
1265	466.1546218
1266	465.9526045
1267	465.5687253
1268	465.4261737
1269	465.3344081
1270	465.2203431
1271	465.1929755
1272	465.1305172
1273	464.9457954
1274	464.8808036
1275	464.8377268
1276	464.6922911
1277	464.6485989
1278	464.5447665
1279	464.4703148
1280	464.3800306
1281	464.3267671
1282	464.1698424
1283	463.9690917
1284	463.7887112
1285	463.7216064
1286	463.6380257
1287	463.5094543
1288	463.3940349
1289	463.3448069
1290	463.2361444
1291	463.0426979
1292	462.9119508
1293	462.8517849
1294	462.7915054
1295	462.5308433
1296	462.405907
1297	462.2525937
1298	462.0945089
1299	462.0475968
1300	461.9024296
1301	461.8045432
1302	461.7557682
1303	461.6310515
1304	461.540229
1305	461.284965
1306	461.1266802
1307	461.0271455
1308	460.9752587
1309	460.9488235
1310	460.9168033
1311	460.8711385
1312	460.7545023
1313	460.663206
1314	460.6211116
1315	460.5031947
1316	460.2751504
1317	460.1675148
1318	460.1231252
1319	460.0242078
1320	459.9584284
1321	459.8067545
1322	459.7276356
1323	459.5816704
1324	459.4126781
1325	459.1643417
1326	459.1183461
1327	458.8594005
1328	458.8299998
1329	458.611269
1330	458.4417967
1331	458.33208
1332	458.2078081
1333	458.1373777
1334	458.1209648
1335	457.9747022
1336	457.948794
1337	457.9288762
1338	457.8762847
1339	457.8202547
1340	457.7626413
1341	457.6924219
1342	457.5421216
1343	457.4391163
1344	457.3098564
1345	457.1404124
1346	457.0535608
1347	457.0243433
1348	456.9290501
1349	456.7670323
1350	456.7464541
1351	456.446116
1352	456.3859637
1353	456.326181
1354	456.2619736
1355	456.1276377
1356	456.0888444
1357	456.0756616
1358	455.9875851
1359	455.83615
1360	455.7526654
1361	455.678103
1362	455.5403241
1363	455.3745353
1364	455.0661567
1365	454.9181042
1366	454.8819223
1367	454.8630083
1368	454.8180708
1369	454.7644901
1370	454.7280124
1371	454.679155
1372	454.6388955
1373	454.5986643
1374	454.4427396
1375	454.4135444
1376	454.3541295
1377	454.3336184
1378	454.1703681
1379	453.992547
1380	453.9176003
1381	453.7834709
1382	453.7444947
1383	453.7156334
1384	453.4412962
1385	453.326908
1386	453.0870783
1387	453.0491129
1388	453.0241615
1389	452.9835088
1390	452.9459452
1391	452.895101
1392	452.7848175
1393	452.7290909
1394	452.598252
1395	452.4882728
1396	452.4588867
1397	452.4514935
1398	452.4202428
1399	452.3612333
1400	452.2608728
1401	452.2068615
1402	452.1287803
1403	452.114039
1404	451.9999939
1405	451.9680873
1406	451.8657291
1407	451.8470473
1408	451.8205522
1409	451.7561637
1410	451.6321756
1411	451.5975516
1412	451.4389121
1413	451.2390011
1414	451.1202374
1415	451.0004318
1416	450.9443823
1417	450.8634205
1418	450.6614501
1419	450.5516066
1420	450.4941738
1421	450.459586
1422	450.3890442
1423	450.1849928
1424	450.0675691
1425	449.9972622
1426	449.9625557
1427	449.8339612
1428	449.7952951
1429	449.5988031
1430	449.5596496
1431	449.443873
1432	449.3631527
1433	449.1770336
1434	449.1055427
1435	449.0105069
1436	448.8492047
1437	448.7449332
1438	448.5522937
1439	448.4095819
1440	448.390227
1441	448.3398523
1442	448.3241914
1443	448.2545461
1444	448.2194956
1445	448.1864971
1446	448.0939756
1447	447.8739152
1448	447.7893667
1449	447.6986998
1450	447.6575636
1451	447.5685591
1452	447.5463225
1453	447.4978413
1454	447.4361712
1455	447.2538771
1456	447.1693462
1457	447.1326005
1458	447.0910206
1459	446.7823229
1460	446.6748177
1461	446.5445207
1462	446.5190207
1463	446.4867003
1464	446.4632088
1465	446.4490703
1466	446.3707812
1467	446.2752937
1468	446.2452988
1469	446.1111707
1470	446.0934902
1471	445.7954216
1472	445.7413646
1473	445.6193284
1474	445.5124504
1475	445.481287
1476	445.4207938
1477	445.1503968
1478	445.0632596
1479	445.0186318
1480	444.9129061
1481	444.8378404
1482	444.7884987
1483	444.6655204
1484	444.5827393
1485	444.4891351
1486	444.40264
1487	444.3432882
1488	444.2160954
1489	443.9872145
1490	443.781919
1491	443.7703204
1492	443.6489361
1493	443.6032321
1494	443.5418097
1495	443.5102427
1496	443.4499554
1497	443.3190761
1498	443.2708102
1499	443.2191086
1500	443.1329214
1501	443.1185069
1502	443.0571806
1503	442.989054
1504	442.7846209
1505	442.7459685
1506	442.7055626
1507	442.4454397
1508	442.4141658
1509	442.3768582
1510	442.2692409
1511	442.204858
1512	442.1741842
1513	442.1399079
1514	442.1063486
1515	442.0804545
1516	441.9981609
1517	441.9299014
1518	441.8539836
1519	441.7721937
1520	441.6878874
1521	441.4975176
1522	441.4467217
1523	441.324479
1524	441.1705148
1525	441.0594249
1526	441.0416227
1527	440.9945275
1528	440.7876115
1529	440.7757992
1530	440.7383489
1531	440.6886109
1532	440.6234638
1533	440.4708772
1534	440.4213968
1535	440.3743051
1536	440.3329618
1537	440.3095964
1538	440.2492428
1539	440.2215109
1540	440.196395
1541	440.185662
1542	440.0719257
1543	439.9440653
1544	439.893603
1545	439.7853404
1546	439.7154282
1547	439.6939624
1548	439.6711211
1549	439.4963419
1550	439.3888704
1551	439.2828113
1552	439.2247313
1553	439.0707124
1554	438.979241
1555	438.8330445
1556	438.6805153
1557	438.618145
1558	438.545026
1559	438.495649
1560	438.4825544
1561	438.3803041
1562	438.3516084
1563	438.2768483
1564	438.0971991
1565	438.0366766
1566	437.7812375
1567	437.6836597
1568	437.6593877
1569	437.5457181
1570	437.4437628
1571	437.4074134
1572	437.315669
1573	437.2973313
1574	437.2202372
1575	437.1193992
1576	437.0573632
1577	437.0471137
1578	437.0268859
1579	436.9660555
1580	436.9182502
1581	436.8558808
1582	436.819546
1583	436.7428912
1584	436.6200698
1585	436.6084127
1586	436.5400724
1587	436.5287173
1588	436.4982843
1589	436.3892929
1590	436.3789071
1591	436.3521656
1592	436.3243802
1593	436.195047
1594	436.1379393
1595	436.0616826
1596	436.0206733
1597	435.9872261
1598	435.8929528
1599	435.757112
1600	435.7155763
1601	435.6134234
1602	435.5006587
1603	435.3360492
1604	435.1697874
1605	435.137345
1606	435.0707005
1607	435.0049779
1608	434.9805739
1609	434.9440634
1610	434.8546417
1611	434.7527778
1612	434.7046428
1613	434.6672295
1614	434.6484472
1615	434.6164267
1616	434.5387411
1617	434.5196646
1618	434.4685999
1619	434.435279
1620	434.2976621
1621	434.2199873
1622	434.0712824
1623	433.9955606
1624	433.8648509
1625	433.6597221
1626	433.5445563
1627	433.3686071
1628	433.3202325
1629	433.2387244
1630	433.1559475
1631	433.1024817
1632	433.0906774
1633	433.0495552
1634	432.9889542
1635	432.9436329
1636	432.8785313
1637	432.7275739
1638	432.641611
1639	432.6130403
1640	432.5339189
1641	432.3956956
1642	432.3484258
1643	432.3288825
1644	432.2096625
1645	432.1203313
1646	431.9739268
1647	431.8287017
1648	431.8036344
1649	431.6893881
1650	431.5913481
1651	431.4987777
1652	431.4452322
1653	431.3581329
1654	431.3324939
1655	431.2581722
1656	431.1866076
1657	431.1437848
1658	431.1002278
1659	431.0059128
1660	430.9784395
1661	430.9366002
1662	430.9270836
1663	430.9104832
1664	430.7135389
1665	430.6674227
1666	430.5597964
1667	430.434009
1668	430.3480942
1669	430.2467016
1670	430.0867561
1671	430.0515349
1672	429.9321773
1673	429.8593552
1674	429.8520796
1675	429.8324104
1676	429.6722941
1677	429.6353663
1678	429.5907367
1679	429.4080054
1680	429.3010101
