iter	RMSE
153	0.2419288499
154	0.2417131557
155	0.2414066553
156	0.2411614709
157	0.2408722508
158	0.2406793985
159	0.2404684702
160	0.2402986308
161	0.2400507207
162	0.2398699982
163	0.2396580804
164	0.2394859658
165	0.2392679827
166	0.2390666967
167	0.2387919496
168	0.2385386408
169	0.2383664595
170	0.2381817679
171	0.2379608232
172	0.2378371914
173	0.2376857477
174	0.2375146012
175	0.2372878103
176	0.2371519847
177	0.2369650276
178	0.2367714717
179	0.2365361889
180	0.2363275748
181	0.236140439
182	0.2359876105
183	0.2358486888
184	0.2357012919
185	0.2355522438
186	0.2353772462
187	0.2352303394
188	0.2350727583
189	0.2349531617
190	0.234782761
191	0.2346464603
192	0.2345120484
193	0.2343527711
194	0.2341367978
195	0.2339038053
196	0.2337621032
197	0.2336289372
198	0.2334982964
199	0.2334054523
200	0.2332728908
201	0.233150232
202	0.2330217299
203	0.2328425757
204	0.2327029015
205	0.2325833286
206	0.2323783663
207	0.2322839216
208	0.232140537
209	0.2320160466
210	0.231898197
211	0.2317764195
212	0.2316519241
213	0.2315345412
214	0.2313966329
215	0.2312834347
216	0.2311501923
217	0.2310226256
218	0.2308680016
219	0.230770109
220	0.2306675295
221	0.2305018752
222	0.230390352
223	0.2302823038
224	0.230160796
225	0.2300879148
226	0.2299522817
227	0.2298259065
228	0.229685332
229	0.2295970559
230	0.2294982841
231	0.2294025504
232	0.2293039674
233	0.2292183595
234	0.2290793044
235	0.2289494192
236	0.2288685691
237	0.2287533825
238	0.2285854995
239	0.228456768
240	0.228344051
241	0.2282312776
242	0.2280768356
243	0.2279582867
244	0.2278423565
245	0.2276848667
246	0.227575291
247	0.2274638157
248	0.2273745415
249	0.2272691115
250	0.2271470728
251	0.2270229147
252	0.2269089228
253	0.2268142691
254	0.2267194698
255	0.2266152122
256	0.2264612665
257	0.2263514034
258	0.2262663477
259	0.2261308899
260	0.2260178452
261	0.225901343
262	0.2257895902
263	0.2256336935
264	0.225519903
265	0.2254526997
266	0.2253644473
267	0.2252352915
268	0.2251745217
269	0.2251262611
270	0.225004077
271	0.2248940983
272	0.2248191721
273	0.2247315366
274	0.2246812404
275	0.2245705324
276	0.2244590135
277	0.2243760471
278	0.2242626795
279	0.2241410963
280	0.2240624107
281	0.2239853157
282	0.2238824637
283	0.2237664122
284	0.2237013092
285	0.2236309819
286	0.2235075401
287	0.2233940963
288	0.223280155
289	0.2231958798
290	0.2230801906
291	0.2229798416
292	0.2228392749
293	0.2226921093
294	0.2225807537
295	0.2225038618
296	0.2223994353
297	0.2222739163
298	0.222198973
299	0.222106882
300	0.2220485158
301	0.2219641727
302	0.2218872603
303	0.22177142
304	0.2216605863
305	0.2215151035
306	0.221422223
307	0.22134936
308	0.2212893761
309	0.2212018429
310	0.2211266255
311	0.2210402735
312	0.2209420701
313	0.2208376629
314	0.2207518543
315	0.2206796969
316	0.2206201274
317	0.2205267895
318	0.2204287873
319	0.2202980569
320	0.2202092563
321	0.2201378705
322	0.2200294719
323	0.2198795548
324	0.2197325409
325	0.2196229805
326	0.2195242276
327	0.2194417062
328	0.2193212335
329	0.2191821597
330	0.2191127503
331	0.2190239491
332	0.2189644735
333	0.2188852298
334	0.2188095093
335	0.218729266
336	0.2186569637
337	0.2185838209
338	0.2185083157
339	0.2183802833
340	0.218321344
341	0.2182180674
342	0.2181353129
343	0.2180508429
344	0.2179303776
345	0.2178772329
346	0.2177928843
347	0.2176867574
348	0.2175975876
349	0.2174869262
350	0.2174258218
351	0.2173433122
352	0.2172467085
353	0.2171555674
354	0.2170697881
355	0.2169938788
356	0.2169298191
357	0.2168468469
358	0.2167550982
359	0.2166533692
360	0.2165677174
361	0.2164407644
362	0.2164023735
363	0.216284964
364	0.2162316746
365	0.2161662358
366	0.2160349788
367	0.2159438467
368	0.21587273
369	0.2157870712
370	0.2156730483
371	0.2155544353
372	0.2155038334
373	0.2154546641
374	0.2153681217
375	0.2153124321
376	0.2152624842
377	0.2151691862
378	0.2150843022
379	0.2149968553
380	0.2148928463
381	0.2148106532
382	0.2146919903
383	0.2145747544
384	0.2145038441
385	0.2143952319
386	0.2143339512
387	0.2142054484
388	0.2141349557
389	0.2140352659
390	0.2139553282
391	0.2138767776
392	0.2137948737
393	0.2136844866
394	0.2136127013
395	0.2135264643
396	0.2134295811
397	0.2133395621
398	0.2131985743
399	0.2131107279
400	0.2130710874
401	0.2129487482
402	0.2128570124
403	0.2128106013
404	0.212741719
405	0.2126302213
406	0.2125735432
407	0.2125250109
408	0.2124594731
409	0.2123857283
410	0.2123355254
411	0.2122782485
412	0.2122317903
413	0.2121706086
414	0.2120782497
415	0.2119813297
416	0.2118630852
417	0.21181356
418	0.2117682149
419	0.2116976282
420	0.2115969446
421	0.211553986
422	0.2114875333
423	0.2114056368
424	0.2113103072
425	0.2112349732
426	0.2111890254
427	0.2111037582
428	0.2110320098
429	0.2109867246
430	0.2109316549
431	0.2108574591
432	0.2108136988
433	0.2107335024
434	0.2106584032
435	0.2105962888
436	0.2105313215
437	0.2104515648
438	0.2103846458
439	0.2103135369
440	0.2102724254
441	0.2102270581
442	0.2101578185
443	0.2101209978
444	0.2100046869
445	0.2099312557
446	0.2098615568
447	0.2098010876
448	0.2097019395
449	0.2096361442
450	0.2095680395
451	0.2094908264
452	0.2094100249
453	0.2093581479
454	0.2092988073
455	0.2091912008
456	0.2090969784
457	0.2090214264
458	0.2089745184
459	0.2089226253
460	0.2088506936
461	0.2087665303
462	0.2087073434
463	0.2086257664
464	0.2085570645
465	0.2085267144
466	0.2084537931
467	0.2083912578
468	0.2083380922
469	0.2082713254
470	0.2082015494
471	0.2081035267
472	0.2080482965
473	0.2079844553
474	0.2079145061
475	0.2078324196
476	0.207731678
477	0.2076812714
478	0.2076229031
479	0.2075400596
480	0.2074823831
481	0.2073768676
482	0.2073049829
483	0.2072490535
484	0.2072130371
485	0.2071472021
486	0.2070718154
487	0.2070002407
488	0.2069149303
489	0.2068350242
490	0.2067655357
491	0.2067134049
492	0.2066505766
493	0.206570534
494	0.2065111199
495	0.2064581929
496	0.2063987864
497	0.2063362328
498	0.2062856469
499	0.2062356857
500	0.2061695754
501	0.2060970781
502	0.2060150611
503	0.2059365158
504	0.2058777789
505	0.2058009689
506	0.2057493434
507	0.2056693404
508	0.2056171497
509	0.205534368
510	0.2054881867
511	0.205424723
512	0.2053442948
513	0.2053065101
514	0.205205505
515	0.2051465168
516	0.2050866089
517	0.2050119326
518	0.204952851
519	0.2048771242
520	0.2048409215
521	0.2047968137
522	0.2047321901
523	0.2046346912
524	0.2045740379
525	0.2045219608
526	0.2044910864
527	0.2044392057
528	0.2043834549
529	0.2043290937
530	0.2042497617
531	0.2042033639
532	0.2041276408
533	0.2041034591
534	0.204001249
535	0.2039445975
536	0.2038963455
537	0.2038101074
538	0.2037612719
539	0.2037043032
540	0.203640503
541	0.2035708339
542	0.203471183
543	0.2034004126
544	0.2033192616
545	0.2032324688
546	0.203201885
547	0.2031563455
548	0.2030821262
549	0.2030356499
550	0.2029855253
551	0.2029112048
552	0.2028046107
553	0.2027599229
554	0.2026918987
555	0.2025942784
556	0.2025348
557	0.202466749
558	0.2024387559
559	0.2023751377
560	0.2023006588
561	0.2022599344
562	0.2022124883
563	0.2021497713
564	0.202082306
565	0.2019965607
566	0.2019489903
567	0.2019136965
568	0.2018380121
569	0.2017788161
570	0.2017043576
571	0.2016460397
572	0.2016173027
573	0.2015655103
574	0.201501868
575	0.2014353014
576	0.2013987222
577	0.2013320644
578	0.2012585569
579	0.2012227202
580	0.2011686629
581	0.2010917562
582	0.2010318786
583	0.2009923251
584	0.2009260293
585	0.2008679698
586	0.200798848
587	0.2007499555
588	0.2006469281
589	0.2005890636
590	0.2005328679
591	0.2004969426
592	0.2004356928
593	0.2003558629
594	0.2003294959
595	0.2002423822
596	0.2002065174
597	0.2001811943
598	0.2001459868
599	0.2000588999
600	0.1999757596
601	0.1998735214
602	0.1998237679
603	0.1997458188
604	0.1997066878
605	0.1996900874
606	0.1996252763
607	0.1995721053
608	0.1994948182
609	0.1994602436
610	0.1994365707
611	0.1993660506
612	0.1993349059
613	0.1992901893
614	0.1992515932
615	0.1992071752
616	0.1991565628
617	0.1991256816
618	0.1990693103
619	0.1990126194
620	0.1989674374
621	0.1988986074
622	0.1988399393
623	0.1987885285
624	0.1987152682
625	0.1986841649
626	0.1986426038
627	0.1985882653
628	0.1985367242
629	0.1984757145
630	0.1984119117
631	0.198343041
632	0.1982946111
633	0.1982676508
634	0.198233562
635	0.1981958382
636	0.1981410396
637	0.1980979723
638	0.1980361344
639	0.1979839872
640	0.1979277835
641	0.1978684495
642	0.1978172347
643	0.1977521618
644	0.1976946284
645	0.1976595354
646	0.1975981124
647	0.1975508427
648	0.197490967
649	0.1973753263
650	0.1973419776
651	0.1972812382
652	0.1972301123
653	0.1971645101
654	0.1970928353
655	0.197055347
656	0.1970319899
657	0.1969788758
658	0.1969057901
659	0.1968314689
660	0.1967829169
661	0.1967375632
662	0.1966840016
663	0.1966588139
664	0.1966186532
665	0.196577272
666	0.1965325181
667	0.196463791
668	0.196398525
669	0.1963794078
670	0.1963513868
671	0.1962846162
672	0.1962467262
673	0.196198723
674	0.1961675264
675	0.1961202916
676	0.1960900697
677	0.1960510556
678	0.1959835012
679	0.1959320871
680	0.195882433
681	0.1958279158
682	0.1957763362
683	0.1957454194
684	0.1956817271
685	0.1956446666
686	0.195594937
687	0.1955191968
688	0.195462744
689	0.1953911236
690	0.1953159837
691	0.1952885025
692	0.1952531021
693	0.1952226538
694	0.1951561537
695	0.1950937498
696	0.1950568718
697	0.1949929665
698	0.1949006218
699	0.1948732271
700	0.1948240018
701	0.1947776073
702	0.1947341865
703	0.194668891
704	0.1946096877
705	0.1945661183
706	0.1945144933
707	0.1944562496
708	0.1944275494
709	0.1943896856
710	0.1943227598
711	0.1942851424
712	0.1942148716
713	0.1941894155
714	0.1941218378
715	0.194059125
716	0.1940144269
717	0.193982822
718	0.1939415668
719	0.1938748897
720	0.1938212072
721	0.1937820636
722	0.1937270313
723	0.1936787819
724	0.1936435541
725	0.1935911167
726	0.1935661385
727	0.1934983433
728	0.1934626197
729	0.1934415231
730	0.19340335
731	0.1933360206
732	0.1932827944
733	0.1932309275
734	0.1931825209
735	0.1931422379
736	0.1931114342
737	0.1930757755
738	0.1930112013
739	0.1929804264
740	0.1929413837
741	0.1928954825
742	0.1928386326
743	0.1927894711
744	0.192750154
745	0.1927240179
746	0.1926820555
747	0.1926315822
748	0.1925601893
749	0.1925154145
750	0.1924539444
751	0.1924023245
752	0.1923353909
753	0.1923112781
754	0.1922549343
755	0.1922200647
756	0.1921737013
757	0.1921300405
758	0.1920797685
759	0.1920176843
760	0.1919685274
761	0.191923786
762	0.1918756495
763	0.1918272896
764	0.1917794211
765	0.1917248168
766	0.1916768848
767	0.1916272733
768	0.1915566376
769	0.1915169395
770	0.1914585601
771	0.191401685
772	0.1913717197
773	0.1913222608
774	0.1912782153
775	0.1912407939
776	0.191197528
777	0.1911826836
778	0.191149755
779	0.1910980296
780	0.1910636073
781	0.191011589
782	0.1909636095
783	0.190923125
784	0.1908981584
785	0.1908471031
786	0.1908019289
787	0.1907263227
788	0.1906619432
789	0.1906332284
790	0.1906049326
791	0.190559572
792	0.1905146806
793	0.1904865764
794	0.1904498456
795	0.1903959123
796	0.1903284368
797	0.1902753112
798	0.1902526654
799	0.1901883977
800	0.1901414547
801	0.1901161339
802	0.1900616339
803	0.19001436
804	0.1899750655
805	0.189935055
806	0.1898821756
807	0.1898316942
808	0.1897729989
809	0.1897229227
810	0.1896909381
811	0.1896373115
812	0.1895814966
813	0.1895553958
814	0.1895129085
815	0.1894737381
816	0.1894520332
817	0.1894130571
818	0.1893662714
819	0.1893440321
820	0.1892902902
821	0.18922654
822	0.1891529521
823	0.1890741244
824	0.1890599951
825	0.1890157391
826	0.1889676589
827	0.1889416874
828	0.1888783627
829	0.1888582493
830	0.1888100639
831	0.1887721324
832	0.1887378574
833	0.1887043905
834	0.1886501318
835	0.1886028835
836	0.1885715978
837	0.1885260866
838	0.1884802617
839	0.1884384866
840	0.1883908269
841	0.1883375359
842	0.1882624909
843	0.1882027211
844	0.1881582218
845	0.1881134657
846	0.1880849143
847	0.1880288291
848	0.187979429
849	0.1879381732
850	0.1878857091
851	0.1878568001
852	0.1878205821
853	0.1877900981
854	0.1877640552
855	0.1877235235
856	0.1876714885
857	0.1876185299
858	0.1876178423
859	0.1875976879
860	0.1875572936
861	0.187518487
862	0.1874957496
863	0.187455016
864	0.1874213986
865	0.1873812337
866	0.1873255091
867	0.1872925866
868	0.1872376032
869	0.1872133346
870	0.1871390769
871	0.1870956677
872	0.1870556627
873	0.1870085981
874	0.1869474919
875	0.1869367694
876	0.186916156
877	0.1868688587
878	0.1868253502
879	0.1867925924
880	0.186728752
881	0.1866845001
882	0.1866336405
883	0.1865976991
884	0.1865510392
885	0.1865169333
886	0.1865042455
887	0.186482631
888	0.186456994
889	0.1863941884
890	0.1863434631
891	0.1863173647
892	0.1862935573
893	0.1862724337
894	0.1862339373
895	0.1862002644
896	0.1861706118
897	0.1861370508
898	0.186100037
899	0.1860591966
900	0.1860213362
901	0.1859991297
902	0.1859581904
903	0.1859438922
904	0.1859310909
905	0.1858781068
906	0.185826945
907	0.1857600045
908	0.1857250486
909	0.185711355
910	0.1856514662
911	0.1856001643
912	0.1855403966
913	0.1854998627
914	0.1854559703
915	0.1854058974
916	0.1853786834
917	0.1853514419
918	0.1853384379
919	0.1853090204
920	0.1852696476
921	0.1852495483
922	0.1852042393
923	0.1851715184
924	0.1851312155
925	0.1850792656
926	0.1850523415
927	0.1850308408
928	0.1850038816
929	0.1849460093
930	0.1848981799
931	0.1848929251
932	0.1848920216
933	0.1848646426
934	0.1847968986
935	0.184769739
936	0.1847275723
937	0.1846798502
938	0.1846795982
939	0.1846404892
940	0.1845916326
941	0.1845433211
942	0.1845185312
943	0.1844726941
944	0.18442589
945	0.1843898107
946	0.1843353785
947	0.1842897102
948	0.1842732303
949	0.1842214838
950	0.184191696
951	0.1841461042
952	0.1841016922
953	0.1840484753
954	0.1840016441
955	0.1839508369
956	0.1839235133
957	0.183878987
958	0.183859787
959	0.1838270005
960	0.1837977786
961	0.1837756653
962	0.1837492104
963	0.1837010588
964	0.1836709946
965	0.1836289576
966	0.1835840191
967	0.1835467094
968	0.1835013636
969	0.1834613834
970	0.1834148749
971	0.1833709657
972	0.183349111
973	0.1833293772
974	0.1832972331
975	0.183280707
976	0.1832550833
977	0.1832372593
978	0.1832069957
979	0.1831709357
980	0.1831420663
981	0.1831133928
982	0.1830969167
983	0.1830569998
984	0.1830371483
985	0.1830259992
986	0.1829828484
987	0.1829498028
988	0.1829203028
989	0.1828946479
990	0.1828426087
991	0.1828192183
992	0.1827666957
993	0.1827430526
994	0.1827122693
995	0.1826712763
996	0.1826302007
997	0.1826103204
998	0.1825907425
999	0.1825473134
1000	0.1825020339
1001	0.1824410038
1002	0.1823858124
1003	0.1823552114
1004	0.1822892031
1005	0.1822434378
1006	0.1822074999
1007	0.1821528054
1008	0.1821204172
1009	0.1821020529
1010	0.1820517349
1011	0.1820075526
1012	0.1819682787
1013	0.1819196403
1014	0.1819038209
1015	0.1818777852
1016	0.1818491891
1017	0.1818212927
1018	0.1817928045
1019	0.1817595028
1020	0.1817448411
1021	0.1817181093
1022	0.1816809271
1023	0.1816631424
1024	0.1816459116
1025	0.1815960136
1026	0.1815454831
1027	0.1814787741
1028	0.181436864
1029	0.181402244
1030	0.1813726896
1031	0.181333848
1032	0.1813152702
1033	0.1812902395
1034	0.1812508765
1035	0.1811986294
1036	0.1811531707
1037	0.1810955696
1038	0.1810523872
1039	0.1810232851
1040	0.1809864722
1041	0.1809518466
1042	0.1809288121
1043	0.1809130824
1044	0.1808539927
1045	0.1808283973
1046	0.1807934504
1047	0.180758507
1048	0.1807387336
1049	0.1807179491
1050	0.1806676603
1051	0.1806166297
1052	0.1805728454
1053	0.1805580882
1054	0.1805323831
1055	0.1804785468
1056	0.1804256457
1057	0.1804023978
1058	0.1803722177
1059	0.1803327827
1060	0.1803080241
1061	0.1802751084
1062	0.1802548512
1063	0.1802043103
1064	0.1801736345
1065	0.1801473966
1066	0.1801173678
1067	0.1800849115
1068	0.180061605
1069	0.1800460141
1070	0.1800031156
1071	0.179964921
1072	0.1799431335
1073	0.1799135211
1074	0.1798742642
1075	0.1798526567
1076	0.1798257501
1077	0.1798003571
1078	0.1797323169
1079	0.179705841
1080	0.179677004
1081	0.1796629852
1082	0.1796264901
1083	0.1795946898
1084	0.1795464997
1085	0.1795254726
1086	0.1795097237
1087	0.17949565
1088	0.1794421823
1089	0.1794239175
1090	0.1793908751
1091	0.1793672275
1092	0.1793420931
1093	0.179290736
1094	0.1792653836
1095	0.1792383669
1096	0.1792225992
1097	0.1792034582
1098	0.1791658923
1099	0.1791246238
1100	0.1790951925
1101	0.1790743373
1102	0.1790583139
1103	0.1790323135
1104	0.1790069346
1105	0.1789684734
1106	0.1789335893
1107	0.1788915127
1108	0.178861157
1109	0.1788472742
1110	0.1788254738
1111	0.1787902433
1112	0.1787346572
1113	0.1787099934
1114	0.1786497365
1115	0.1786068232
1116	0.1785773378
1117	0.1785602689
1118	0.1785112612
1119	0.1784664032
1120	0.1784336912
1121	0.178414061
1122	0.1783946315
1123	0.1783804058
1124	0.1783522802
1125	0.1783366155
1126	0.1783022391
1127	0.1782673291
1128	0.1782152668
1129	0.1781836133
1130	0.1781431214
1131	0.1781098494
1132	0.1780759391
1133	0.178048402
1134	0.1780215639
1135	0.1779963492
1136	0.1779352712
1137	0.1779271807
1138	0.1779007313
1139	0.1778580458
1140	0.1778457925
1141	0.177823645
1142	0.1778061922
1143	0.1777853126
1144	0.1777309394
1145	0.1776872846
1146	0.1776565907
1147	0.1776166387
1148	0.1775911041
1149	0.177547558
1150	0.1775025882
1151	0.1774824488
1152	0.1774666702
1153	0.1774282046
1154	0.1774020131
1155	0.1773639523
1156	0.1773366695
1157	0.1772898095
1158	0.1772673884
1159	0.1772229497
1160	0.1771976566
1161	0.1771520861
1162	0.1771294546
1163	0.1770830852
1164	0.1770420933
1165	0.1770213158
1166	0.1769829966
1167	0.1769364579
1168	0.1769120535
1169	0.176884318
1170	0.1768703352
1171	0.1768501698
1172	0.1768229477
1173	0.1767948727
1174	0.1767756832
1175	0.1767506091
1176	0.1767143526
1177	0.1766993834
1178	0.1766501654
1179	0.1766276791
1180	0.1766045964
1181	0.1765753112
1182	0.176554865
1183	0.1765199294
1184	0.1764801531
1185	0.1764595288
1186	0.1764355059
1187	0.1763923926
1188	0.176358903
1189	0.1763523022
1190	0.1763047
1191	0.1762892039
1192	0.1762696186
1193	0.176233482
1194	0.1761980425
1195	0.1761740174
1196	0.1761378295
1197	0.17610313
1198	0.1760765975
1199	0.1760450293
1200	0.1760104883
1201	0.1759872008
1202	0.1759501969
1203	0.1759092142
1204	0.1758996127
1205	0.1758694534
1206	0.1758461205
1207	0.1758170414
1208	0.1757952287
1209	0.1757592045
1210	0.1757068876
1211	0.1756927119
1212	0.1756790955
1213	0.175656762
1214	0.175650304
1215	0.1756167352
1216	0.1755963227
1217	0.1755767989
1218	0.1755274597
1219	0.1755006304
1220	0.1754532533
1221	0.1754233055
1222	0.1753913144
1223	0.1753551846
1224	0.1753496415
1225	0.1753424316
1226	0.1753089651
1227	0.1752955466
1228	0.1752495885
1229	0.1752077559
1230	0.1751972959
1231	0.1751738261
1232	0.1751547574
1233	0.1751246332
1234	0.1750805102
1235	0.1750526155
1236	0.174996535
1237	0.174982772
1238	0.1749316182
1239	0.1749083122
1240	0.1748698488
1241	0.1748544082
1242	0.1748375251
1243	0.1748074704
1244	0.1747554999
1245	0.1747431198
1246	0.1747026259
1247	0.1746759754
1248	0.174597023
1249	0.1745822345
1250	0.1745536703
1251	0.1744898258
1252	0.1744696217
1253	0.174433412
1254	0.174399409
1255	0.174369282
1256	0.1743424341
1257	0.174307982
1258	0.1742715709
1259	0.1742487564
1260	0.1742346944
1261	0.1742081313
1262	0.1741918266
1263	0.174168402
1264	0.1741427439
1265	0.1741126423
1266	0.1740946535
1267	0.1740450703
1268	0.1740208074
1269	0.1739873365
1270	0.1739531379
1271	0.1739369659
1272	0.1739170511
1273	0.1738981849
1274	0.1738694867
1275	0.1738408092
1276	0.1738106049
1277	0.1737746919
1278	0.173746013
1279	0.1737187669
1280	0.1736922474
1281	0.1736726233
1282	0.1736422386
1283	0.1736271488
1284	0.1735827296
1285	0.1735643379
1286	0.1735369626
1287	0.1735067031
1288	0.1734852794
1289	0.1734349047
1290	0.1734096275
1291	0.1733832819
1292	0.1733696353
1293	0.1733179281
1294	0.1732995154
1295	0.1732715329
1296	0.1732444942
1297	0.1732297451
1298	0.1732096182
1299	0.1731935545
1300	0.1731767824
1301	0.1731578906
1302	0.1731402996
1303	0.1731050716
1304	0.1730871039
1305	0.1730706202
1306	0.1730294079
1307	0.1730077601
1308	0.1729716584
1309	0.1729586932
1310	0.1729220141
1311	0.1728938186
1312	0.1728807022
1313	0.1728377449
1314	0.1727953605
1315	0.1727568055
1316	0.1727295479
1317	0.1727012443
1318	0.1726594894
1319	0.1726251178
1320	0.1726037407
1321	0.1725738281
1322	0.1725445354
1323	0.1725280761
1324	0.1725067151
1325	0.1724789707
1326	0.1724596683
1327	0.1724260004
1328	0.1724098805
1329	0.1723785162
1330	0.1723646827
1331	0.1723596575
1332	0.1723245131
1333	0.172287015
1334	0.1722615217
1335	0.1722267744
1336	0.1721946064
1337	0.1721683502
1338	0.1721436563
1339	0.1721239851
1340	0.1721081544
1341	0.1720954179
1342	0.1720342835
1343	0.1720077074
1344	0.1719695551
1345	0.1719104214
1346	0.1718783563
1347	0.1718387606
1348	0.1718100803
1349	0.1717539912
1350	0.171700636
1351	0.1716645353
1352	0.1716134866
1353	0.17159288
1354	0.171568545
1355	0.171534667
1356	0.1715113779
1357	0.1714739125
1358	0.1714310152
1359	0.1714068984
1360	0.1713859865
1361	0.1713733832
1362	0.1713591403
1363	0.1713244265
1364	0.1712793535
1365	0.171255426
1366	0.1712167216
1367	0.1711949345
1368	0.1711762402
1369	0.1711585495
1370	0.1711132907
1371	0.1710790778
1372	0.1710657169
1373	0.1710430995
1374	0.1709997645
1375	0.1709636912
1376	0.1709477195
1377	0.1709290313
1378	0.1709177846
1379	0.1709072604
1380	0.1708940645
1381	0.1708628198
1382	0.1708045215
1383	0.170784233
1384	0.1707405809
1385	0.1707217417
1386	0.1706888061
1387	0.1706570226
1388	0.1706502439
1389	0.1706289676
1390	0.1705990323
1391	0.1705399604
1392	0.1705266881
1393	0.1705012024
1394	0.1704871098
1395	0.1704441679
1396	0.1704163713
1397	0.1703831526
1398	0.1703569294
1399	0.1703174925
1400	0.1702838129
1401	0.1702610352
1402	0.1702407095
1403	0.1701985935
1404	0.170162045
1405	0.1701395225
1406	0.1701281569
1407	0.1701071105
1408	0.1701064851
1409	0.1700769834
1410	0.1700464773
1411	0.1700202157
1412	0.169970806
1413	0.1699587958
1414	0.1699271883
1415	0.1698737483
1416	0.1698400203
1417	0.1698104959
1418	0.1697925035
1419	0.1697782206
1420	0.1697640287
1421	0.169729035
1422	0.1697113324
1423	0.1696723213
1424	0.1696619724
1425	0.1696193974
1426	0.1695904276
1427	0.1695787294
1428	0.1695596438
1429	0.1695367274
1430	0.1695329044
1431	0.1695068995
1432	0.1694692129
1433	0.1694580535
1434	0.1694334022
1435	0.1694236558
1436	0.1693886688
1437	0.1693432377
1438	0.1693074815
1439	0.1692781223
1440	0.1692630546
1441	0.1692318207
1442	0.1691804043
1443	0.1691615966
1444	0.1691262031
1445	0.1690900741
1446	0.1690514405
1447	0.1690291954
1448	0.1690012202
1449	0.1689772647
1450	0.1689535338
1451	0.1689106276
1452	0.168879806
1453	0.1688444732
1454	0.1688326752
1455	0.1688180047
1456	0.1687917039
1457	0.1687513234
1458	0.1687410507
1459	0.1687271475
1460	0.1686911093
1461	0.1686340062
1462	0.1686142694
1463	0.168579963
1464	0.1685523073
1465	0.1685424012
1466	0.1685151475
1467	0.16847898
1468	0.1684369857
1469	0.1683997268
1470	0.1683739606
1471	0.1683591141
1472	0.1683212771
1473	0.1682839888
1474	0.1682364791
1475	0.1682030692
1476	0.1681954011
1477	0.1681750192
1478	0.168150354
1479	0.1681143696
1480	0.1680684816
1481	0.1680254829
1482	0.1680037631
1483	0.1679737681
1484	0.1679538317
1485	0.1679432381
1486	0.1679356247
1487	0.1678987214
1488	0.1678722367
1489	0.1678315197
1490	0.1677947575
1491	0.1677707564
1492	0.1677306066
1493	0.1677225255
1494	0.1676992754
1495	0.1676771018
1496	0.1676566498
1497	0.1676420509
1498	0.1675876069
1499	0.1675658342
1500	0.1675526429
1501	0.1675154906
1502	0.1674629276
1503	0.1674302276
1504	0.1674007346
1505	0.1673734676
1506	0.1673622719
1507	0.1673399617
1508	0.1673182725
1509	0.1672795872
1510	0.1672648232
1511	0.1672270153
1512	0.1671956983
1513	0.1671780219
