iter	RMSE
1514	0.1671672838
1515	0.1671366081
1516	0.1671030741
1517	0.1670872904
1518	0.1670761809
1519	0.1670560659
1520	0.1670144388
1521	0.1669656279
1522	0.1669240605
1523	0.1668985516
1524	0.1668884064
1525	0.1668594154
1526	0.1668207263
1527	0.1667808767
1528	0.1667257896
1529	0.1666886013
1530	0.1666467174
1531	0.1666306617
1532	0.1665971678
1533	0.1665800341
1534	0.1665451615
1535	0.1665336051
1536	0.1665108424
1537	0.1664966079
1538	0.1664567498
1539	0.1664371351
1540	0.1663977584
1541	0.1663680843
1542	0.1663374427
1543	0.1663208836
1544	0.1662980241
1545	0.166266306
1546	0.1662430573
1547	0.1662240025
1548	0.1662136889
1549	0.166192459
1550	0.1661472309
1551	0.1661146354
1552	0.1661050873
1553	0.1660896712
1554	0.1660615392
1555	0.1660512393
1556	0.1660356865
1557	0.1660236716
1558	0.1659857351
1559	0.1659739652
1560	0.1659308228
1561	0.1659053836
1562	0.1658842773
1563	0.1658749631
1564	0.1658281045
1565	0.1658178092
1566	0.1658030554
1567	0.1657869425
1568	0.1657322176
1569	0.1656998488
1570	0.1656945676
1571	0.1656579848
1572	0.1656409069
1573	0.1656286675
1574	0.1656077857
1575	0.165569911
1576	0.1655320889
1577	0.1655127609
1578	0.1655125153
1579	0.165496777
1580	0.165476009
1581	0.1654452714
1582	0.1654182223
1583	0.1653939132
1584	0.1653837608
1585	0.1653764746
1586	0.165347344
1587	0.1653141531
1588	0.1652612509
1589	0.1652317147
1590	0.1652038818
1591	0.1651802249
1592	0.1651750599
1593	0.1651465196
1594	0.1651045394
1595	0.1650839702
1596	0.1650368442
1597	0.1650092337
1598	0.1649772469
1599	0.1649471902
1600	0.1649268175
1601	0.1648801093
1602	0.1648444679
1603	0.1648070851
1604	0.1647700749
1605	0.1647264402
1606	0.1647082741
1607	0.1646856728
1608	0.1646739975
1609	0.1646499784
1610	0.1646209194
1611	0.1646130855
1612	0.1645855298
1613	0.164544966
1614	0.1645275716
1615	0.1645096705
1616	0.1644849
1617	0.164462744
1618	0.1644347952
1619	0.1644027783
1620	0.1643650642
1621	0.1643459634
1622	0.1643105906
1623	0.1642900121
1624	0.1642675764
1625	0.1642628385
1626	0.1642296929
1627	0.1642143966
1628	0.1641989934
1629	0.164191036
1630	0.1641836595
1631	0.1641306566
1632	0.164096516
1633	0.1640617472
1634	0.164020347
1635	0.1640094476
1636	0.1639951722
1637	0.1639738484
1638	0.1639502888
1639	0.1639409995
1640	0.1639113152
1641	0.1638945236
1642	0.1638436705
1643	0.1638143347
1644	0.1637784005
1645	0.1637494685
1646	0.1637348297
1647	0.1637042882
1648	0.1636816274
1649	0.1636721223
1650	0.1636515717
1651	0.1636476394
1652	0.1636309984
1653	0.1636103205
1654	0.1635948591
1655	0.1635781833
1656	0.1635493483
1657	0.1635175972
1658	0.1635051466
1659	0.1634806543
1660	0.1634598722
1661	0.1634421673
1662	0.1634012244
1663	0.1633786756
1664	0.1633622275
1665	0.1633342944
1666	0.1632955278
1667	0.1632776809
1668	0.1632510149
1669	0.1632362791
1670	0.1632136896
1671	0.1631946293
1672	0.1631651934
1673	0.1631135894
1674	0.1630726753
1675	0.1630620328
1676	0.163048924
1677	0.1630100516
1678	0.1629686559
1679	0.1629476497
1680	0.1629209079
1681	0.1628900787
1682	0.1628694561
1683	0.1628592065
1684	0.1628002229
1685	0.1627784088
1686	0.1627427054
1687	0.1627315855
1688	0.1626982465
1689	0.1626482991
1690	0.1626342932
1691	0.1626078977
1692	0.1625743766
1693	0.1625544342
1694	0.1625442672
1695	0.1625282553
1696	0.1625065071
1697	0.1624956934
1698	0.1624800077
1699	0.1624448166
1700	0.1624050888
1701	0.1623573812
1702	0.1623365263
1703	0.1623136288
1704	0.1622999925
1705	0.1622995435
1706	0.1622842229
1707	0.1622645936
1708	0.1622642839
1709	0.1622360286
1710	0.162208554
1711	0.1621933814
1712	0.1621831996
1713	0.1621636553
1714	0.1621397596
1715	0.1621175741
1716	0.1621017174
1717	0.162066921
1718	0.1620425989
1719	0.1620269985
1720	0.1620017328
1721	0.1619608377
1722	0.1619285951
1723	0.1618918295
1724	0.1618633322
1725	0.1618420746
1726	0.1618132417
1727	0.16179475
1728	0.161772945
1729	0.1617602947
1730	0.1617403892
1731	0.1617179888
1732	0.1616912187
1733	0.1616822518
1734	0.1616461235
1735	0.1616338737
1736	0.1616264232
1737	0.1615875145
1738	0.1615776184
1739	0.1615548888
1740	0.1614948707
1741	0.1614698586
1742	0.1614366862
1743	0.1614204521
1744	0.1614026941
1745	0.1613795467
1746	0.1613413169
1747	0.161286492
1748	0.1612683833
1749	0.1612340918
1750	0.1612093946
1751	0.1611702827
1752	0.1611486617
1753	0.1611072961
1754	0.161085464
1755	0.1610690537
1756	0.1610616645
1757	0.1610237875
1758	0.1610155201
1759	0.1609847681
1760	0.1609592376
1761	0.1609463361
1762	0.1609328837
1763	0.1609240726
1764	0.1608826669
1765	0.1608613825
1766	0.1608258093
1767	0.1608048412
1768	0.1607756809
1769	0.1607673966
1770	0.1607300796
1771	0.1607209347
1772	0.1606830747
1773	0.160651716
1774	0.1606311611
1775	0.1606119038
1776	0.1605816073
1777	0.1605813157
1778	0.1605689978
1779	0.1605582153
1780	0.160541723
1781	0.1605264828
1782	0.1604931505
1783	0.1604694616
1784	0.1604243123
1785	0.1603955014
1786	0.1603436272
1787	0.1603433968
1788	0.160312546
1789	0.1602967884
1790	0.1602820979
1791	0.1602423904
1792	0.1602239736
1793	0.1602009587
1794	0.1601493637
1795	0.1601184551
1796	0.1600946404
1797	0.1600559901
1798	0.1600339697
1799	0.1600195223
1800	0.1599905937
1801	0.1599643013
1802	0.1599460059
1803	0.1599204054
1804	0.1598927348
1805	0.1598643334
1806	0.159853711
1807	0.1598050957
1808	0.1597755761
1809	0.1597585753
1810	0.1597355005
1811	0.1596987422
1812	0.1596723864
1813	0.1596477276
1814	0.159610334
1815	0.1595835373
1816	0.1595533739
1817	0.1595250688
1818	0.1595112584
1819	0.1594701176
1820	0.1594551586
1821	0.1594144953
1822	0.1593891243
1823	0.1593482322
1824	0.1593252463
1825	0.1592966097
1826	0.1592833264
1827	0.1592306384
1828	0.1591941733
1829	0.15918746
1830	0.1591715898
1831	0.1591441787
1832	0.1591258152
1833	0.1591209127
1834	0.159103122
1835	0.1590781863
1836	0.1590638433
1837	0.1590523119
1838	0.1590385979
1839	0.1590087411
1840	0.1589758208
1841	0.158943063
1842	0.1589182338
1843	0.1589045465
1844	0.1588874517
1845	0.1588724057
1846	0.1588614841
1847	0.1588509741
1848	0.1588274599
1849	0.158817522
1850	0.1588092962
1851	0.1587716811
1852	0.158751382
1853	0.1587238408
1854	0.1587123384
1855	0.1586784698
1856	0.1586596792
1857	0.1586189752
1858	0.1586064997
1859	0.1585583807
1860	0.1585460154
1861	0.1585149133
1862	0.1584987927
1863	0.1584863824
1864	0.1584765633
1865	0.1584528294
1866	0.1584321213
1867	0.1584034008
1868	0.1583853949
1869	0.1583613762
1870	0.15833022
1871	0.1583090139
1872	0.1583022311
1873	0.1582931625
1874	0.1582323405
1875	0.1582174775
1876	0.1582051017
1877	0.1581864833
1878	0.1581509364
1879	0.1581166507
1880	0.1580891374
1881	0.1580765772
1882	0.1580591961
1883	0.1580538209
1884	0.158042869
1885	0.1580114345
1886	0.1579810248
1887	0.1579651443
1888	0.1579368206
1889	0.1579213063
1890	0.1579029882
1891	0.1578781023
1892	0.1578530753
1893	0.157835595
1894	0.157804793
1895	0.1577758756
1896	0.1577756348
1897	0.1577502775
1898	0.1577130486
1899	0.1577033371
1900	0.1576725154
1901	0.1576446252
1902	0.1576066607
1903	0.1575786843
1904	0.1575497515
1905	0.1575374293
1906	0.1574972005
1907	0.1574784582
1908	0.1574557813
1909	0.1574286069
1910	0.1574045374
1911	0.1573781071
1912	0.1573489653
1913	0.1573487102
1914	0.1573146065
1915	0.1572910052
1916	0.1572713171
1917	0.157241923
1918	0.1572305591
1919	0.1572174317
1920	0.1571768729
1921	0.1571515545
1922	0.1571295103
1923	0.1571123095
1924	0.1570777333
1925	0.1570663469
1926	0.1570595434
1927	0.1570215647
1928	0.1569927095
1929	0.1569506133
1930	0.1568864931
1931	0.1568385505
1932	0.1568128495
1933	0.1567870441
1934	0.1567537165
1935	0.1567483835
1936	0.1567428467
1937	0.1567161417
1938	0.1566739174
1939	0.1566583484
1940	0.1566407252
1941	0.1566086409
1942	0.1565787443
1943	0.1565590725
1944	0.1565380544
1945	0.1565067742
1946	0.156499235
1947	0.1564792245
1948	0.1564370248
1949	0.1564207812
1950	0.1564103763
1951	0.1563948814
1952	0.156369507
1953	0.1563479251
1954	0.1563322623
1955	0.156330468
1956	0.1562887854
1957	0.1562635105
1958	0.1562339572
1959	0.1562061926
1960	0.1561979472
1961	0.1561717055
1962	0.1561571789
1963	0.1561372064
1964	0.1561052195
1965	0.1560924744
1966	0.156081558
1967	0.156056986
1968	0.1560297394
1969	0.1560082262
1970	0.1559749306
1971	0.1559497854
1972	0.1559495529
1973	0.1559430269
1974	0.1558869723
1975	0.1558585499
1976	0.1558429712
1977	0.1558220032
1978	0.1558108797
1979	0.1557892736
1980	0.1557699242
1981	0.155744008
1982	0.1557032417
1983	0.1556667909
1984	0.1556313971
1985	0.1555884698
1986	0.155570318
1987	0.15554819
1988	0.15551034
1989	0.1554852602
1990	0.1554486146
1991	0.1554310707
1992	0.15540551
1993	0.1553642944
1994	0.1553435096
1995	0.1553238953
1996	0.1553116446
1997	0.155258087
1998	0.1552340352
1999	0.1552162273
2000	0.1551901328
2001	0.1551535022
2002	0.1551300825
2003	0.1551127618
2004	0.1550962506
2005	0.1550737394
2006	0.1550579293
2007	0.15505303
2008	0.1550249825
2009	0.1550217707
2010	0.1550112794
2011	0.1549606918
2012	0.1549439829
2013	0.1549368601
2014	0.1549088438
2015	0.154882402
2016	0.1548403635
2017	0.1548126543
2018	0.1547900712
2019	0.1547603178
2020	0.1547153265
2021	0.1547043289
2022	0.1546787882
2023	0.1546266756
2024	0.1546005542
2025	0.1545883401
2026	0.1545701618
2027	0.1545373806
2028	0.1545054188
2029	0.1544947531
2030	0.1544725367
2031	0.1544514109
2032	0.1544286839
2033	0.1544085814
2034	0.1543857169
2035	0.1543849907
2036	0.1543624306
2037	0.1543454741
2038	0.1543294673
2039	0.1543176093
2040	0.1543043058
2041	0.1542760919
2042	0.1542598857
2043	0.1542334464
2044	0.1542114883
2045	0.1541977061
2046	0.1541863129
2047	0.1541542664
2048	0.1541542017
2049	0.1541273344
2050	0.1541105454
2051	0.1540957674
2052	0.1540738692
2053	0.1540543668
2054	0.1540437954
2055	0.1540332771
2056	0.1540139683
2057	0.1539913808
2058	0.1539654821
2059	0.1539497069
2060	0.1539385972
2061	0.1539109465
2062	0.1538890663
2063	0.1538786771
2064	0.1538357927
2065	0.1538082029
2066	0.1538012055
2067	0.1537779704
2068	0.1537487687
2069	0.153732778
2070	0.1537044032
2071	0.1536807608
2072	0.1536688961
2073	0.1536578324
2074	0.1536133142
2075	0.1535914095
2076	0.1535713534
2077	0.153535383
2078	0.153505337
2079	0.1534734839
2080	0.1534666679
2081	0.1534390396
2082	0.1534187706
2083	0.1533976633
2084	0.1533685249
2085	0.1533633097
2086	0.1533526988
2087	0.1533343364
2088	0.153308814
2089	0.1532733978
2090	0.1532225133
2091	0.1532031779
2092	0.1531831066
2093	0.1531619988
2094	0.1531538511
2095	0.1531240765
2096	0.153100883
2097	0.1530898386
2098	0.1530860226
2099	0.153078797
2100	0.1530674077
2101	0.1530579799
2102	0.1530382539
2103	0.1530233984
2104	0.1530012936
2105	0.1529908
2106	0.1529721152
2107	0.1529631885
2108	0.1529577305
2109	0.1529377781
2110	0.152909181
