iter	MAE
295	0.1368213884
296	0.1367374588
297	0.1365936992
298	0.1365002754
299	0.1363956427
300	0.1363056055
301	0.1362064226
302	0.1360965987
303	0.1359746941
304	0.1358549324
305	0.1357663167
306	0.1356628592
307	0.1355516227
308	0.1354948791
309	0.1354194402
310	0.1353136684
311	0.1351970596
312	0.1351040919
313	0.1350306849
314	0.1349206858
315	0.134830462
316	0.1347101044
317	0.134603331
318	0.1345115557
319	0.1344448749
320	0.1343765079
321	0.1342961526
322	0.1341994346
323	0.1340892568
324	0.1340002713
325	0.133935983
326	0.1338609568
327	0.13375606
328	0.1336315172
329	0.1335630345
330	0.1334242379
331	0.1333600913
332	0.1332540584
333	0.1331570886
334	0.1330706004
335	0.132995625
336	0.1329364553
337	0.1328444005
338	0.1327661025
339	0.132670075
340	0.1326050911
341	0.1324764012
342	0.1324145571
343	0.1323406975
344	0.1322449887
345	0.1321598198
346	0.1320996
347	0.1320133039
348	0.1318657572
349	0.1317968268
350	0.1317351694
351	0.131673631
352	0.1316085134
353	0.1315356128
354	0.131422589
355	0.1313667185
356	0.1313052474
357	0.1312408147
358	0.1311529513
359	0.131046798
360	0.13095425
361	0.1308844222
362	0.130745237
363	0.1306778788
364	0.1306339166
365	0.1305362753
366	0.1304750956
367	0.1303558462
368	0.1302947558
369	0.1301989764
370	0.1301265461
371	0.1300399229
372	0.1299673822
373	0.1298743319
374	0.1297907706
375	0.1297122623
376	0.1296158347
377	0.1295251603
378	0.12944285
379	0.1293608371
380	0.1292856934
381	0.129193304
382	0.1291253363
383	0.1290532098
384	0.1289492074
385	0.1288737422
386	0.1288173688
387	0.1287378239
388	0.1286326866
389	0.1285747125
390	0.1284973329
391	0.128434192
392	0.1283879776
393	0.1283100188
394	0.1282152955
395	0.1281423524
396	0.1280607642
397	0.128006175
398	0.1279038605
399	0.127870508
400	0.1278082106
401	0.1277311184
402	0.1276646962
403	0.1275907497
404	0.127510175
405	0.1274598584
406	0.1273995489
407	0.1273487852
408	0.1272853963
409	0.1272323061
410	0.1271785709
411	0.1271368336
412	0.1270891922
413	0.1270323962
414	0.1269404642
415	0.1268767585
416	0.1268271965
417	0.1267901302
418	0.1267239662
419	0.1266462045
420	0.126585978
421	0.126510371
422	0.1264167167
423	0.1263515776
424	0.1262775762
425	0.1261852518
426	0.1261321136
427	0.1260378896
428	0.1259597924
429	0.1258970593
430	0.1258308254
431	0.1257903137
432	0.1257152293
433	0.1256480184
434	0.1255864338
435	0.1255149658
436	0.1254574597
437	0.1253695019
438	0.1252945659
439	0.1252236647
440	0.1251346854
441	0.1250423771
442	0.1249667045
443	0.1248762534
444	0.1247905685
445	0.1247152267
446	0.1246620658
447	0.124604643
448	0.1245492929
449	0.1244722861
450	0.1244321613
451	0.1243672512
452	0.1242886555
453	0.1242211594
454	0.124142848
455	0.1240980871
456	0.1240319574
457	0.1239421311
458	0.1238986125
459	0.123851445
460	0.123806881
461	0.1237694926
462	0.1237198263
463	0.1236681156
464	0.1236084228
465	0.1235354113
466	0.1234892207
467	0.1234387661
468	0.1233900906
469	0.1233416316
470	0.1232839507
471	0.1232134307
472	0.1230982685
473	0.1230332928
474	0.1229900043
475	0.1229473057
476	0.122882311
477	0.1228048387
478	0.1227595584
479	0.1227089262
480	0.1226619666
481	0.1226202363
482	0.1225582698
483	0.1225111882
484	0.1224531173
485	0.1223913046
486	0.1223553275
487	0.1223080925
488	0.1222416829
489	0.1221979408
490	0.1221400099
491	0.122091037
492	0.1220262668
493	0.1219860046
494	0.1219514908
495	0.1218992158
496	0.1218620397
497	0.1218284973
498	0.1217670963
499	0.121730992
500	0.1216624856
501	0.1216176871
502	0.1215721241
503	0.1215310311
504	0.1214684353
505	0.1214219508
506	0.1213801643
507	0.1212959797
508	0.1212405669
509	0.1211916526
510	0.1211432953
511	0.1210789741
512	0.1210262381
513	0.1209867615
514	0.1209341005
515	0.1208723318
516	0.1208134035
517	0.1207657348
518	0.1207228479
519	0.1206870239
520	0.1206405292
521	0.1206122463
522	0.1205765469
523	0.1205193828
524	0.120472149
525	0.1204351664
526	0.1204010618
527	0.1203444221
528	0.1203000009
529	0.1202394806
530	0.1201822514
531	0.1201184013
532	0.1200638533
533	0.1200045487
534	0.1199580881
535	0.1199167102
536	0.1198812513
537	0.1198271836
538	0.1197821742
539	0.1197153912
540	0.1196861705
541	0.1196133131
542	0.1195804849
543	0.1195346675
544	0.119495167
545	0.1194535483
546	0.1194236364
547	0.119384524
548	0.1193352431
549	0.1192900096
550	0.1192585034
551	0.1192079962
552	0.1191646344
553	0.1191283633
554	0.1190854542
555	0.1190338707
556	0.1189923759
557	0.118941884
558	0.1189062118
559	0.1188710808
560	0.1188000492
561	0.1187465273
562	0.1186923326
563	0.1186439433
564	0.1186081115
565	0.1185564635
566	0.1185123472
567	0.1184819916
568	0.1184135575
569	0.1183740451
570	0.1183373689
571	0.1183093877
572	0.1182790422
573	0.1182375078
574	0.1181916674
575	0.1181514405
576	0.1181142976
577	0.1180578803
578	0.1180105783
579	0.117970182
580	0.1179266271
581	0.1178878454
582	0.117855099
583	0.1178030872
584	0.1177616466
585	0.1177043468
586	0.1176569791
587	0.1176203868
588	0.1175695494
589	0.1175154126
590	0.1174650318
591	0.1174398884
592	0.1173858422
593	0.1173438034
594	0.1173131699
595	0.117269281
596	0.1172392708
597	0.1172047151
598	0.1171444682
599	0.1170974423
600	0.1170626737
601	0.1170291106
602	0.1169902944
603	0.116952608
604	0.1169177956
605	0.1168780331
606	0.1168346747
607	0.1167839343
608	0.116748359
609	0.1166944048
610	0.1166600137
611	0.1166303462
612	0.1166023037
613	0.1165192181
614	0.1164919259
615	0.116450115
616	0.1164185511
617	0.1163766264
618	0.1163246147
619	0.1162850689
620	0.1162372644
621	0.1161955346
622	0.1161725796
623	0.1161460274
624	0.1161034343
625	0.1160745992
626	0.1160438126
627	0.1159805359
628	0.1159365444
629	0.1159071752
630	0.1158799871
631	0.1158544582
632	0.1158127139
633	0.115781808
634	0.1157312964
635	0.1156956745
636	0.1156715872
637	0.1156241961
638	0.1155819287
639	0.115529462
640	0.1154919587
641	0.1154539214
642	0.1154223177
643	0.1154025705
644	0.1153655226
645	0.1153136558
646	0.1152795182
647	0.1152598913
648	0.115225564
649	0.1151786568
650	0.1151567123
651	0.1151336651
652	0.1151055246
653	0.1150816773
654	0.1150545308
655	0.1150120542
656	0.1149644122
657	0.1149360574
658	0.1148987418
659	0.1148519111
660	0.1148215665
661	0.114785544
662	0.1147482673
663	0.1147056269
664	0.114672578
665	0.1146461007
666	0.1146151149
667	0.1145883517
668	0.1145574365
669	0.1145329779
670	0.1145154126
671	0.1144843623
672	0.1144499253
673	0.1144197586
674	0.114387293
675	0.1143569806
676	0.1143329146
677	0.11430244
678	0.1142800925
679	0.1142480473
680	0.1142075305
681	0.1141832326
682	0.1141540648
683	0.1141351456
684	0.1140905066
685	0.1140351511
686	0.1140070433
687	0.1139645348
688	0.1139179887
689	0.1138785089
690	0.1138280853
691	0.1138019725
692	0.1137635723
693	0.1137272515
694	0.1136957586
695	0.1136676206
696	0.1136367483
697	0.1135996293
698	0.1135560187
699	0.1135265816
700	0.1134941979
701	0.1134619181
702	0.1134402964
703	0.1134114791
704	0.1133792788
705	0.1133586141
706	0.1133127171
707	0.1132938385
708	0.1132627275
709	0.1132339345
710	0.1131977905
711	0.1131660468
712	0.1131161996
713	0.1130879238
714	0.1130540031
715	0.1130279041
716	0.1130023262
717	0.1129752126
718	0.1129382988
719	0.1129022465
720	0.1128760439
721	0.1128414408
722	0.1127956298
723	0.1127739106
724	0.1127454895
725	0.1127161966
726	0.1126890004
727	0.1126463026
728	0.1126154762
729	0.1125801983
730	0.1125490482
731	0.1125166321
732	0.112496553
733	0.1124696231
734	0.1124481541
735	0.1124213821
736	0.1123976523
737	0.1123754736
738	0.1123515302
739	0.1123329768
740	0.1123119697
741	0.1122849612
742	0.1122565621
743	0.1122304971
744	0.1122066413
745	0.1121776561
746	0.1121522071
747	0.1121246904
748	0.1121010386
749	0.1120640548
750	0.1120462937
751	0.1120294204
752	0.111996649
753	0.1119685995
754	0.1119323437
755	0.1119077669
756	0.111889627
757	0.1118650422
758	0.1118319445
759	0.1118059397
760	0.1117757211
761	0.1117474161
762	0.1117192172
763	0.1116955674
764	0.1116637675
765	0.1116385921
766	0.1116060894
767	0.1115837358
768	0.1115497403
769	0.11152968
770	0.1115129722
771	0.1114882879
772	0.1114678304
773	0.1114494328
774	0.1114279845
775	0.1113939802
776	0.1113765517
777	0.111335749
778	0.1113033357
779	0.1112801445
780	0.1112493818
781	0.1112272939
782	0.1112098244
783	0.1111813673
784	0.1111642924
785	0.1111341436
786	0.1111024644
787	0.1110874197
788	0.1110656188
789	0.1110256359
790	0.1110070914
791	0.1109878871
792	0.1109590926
793	0.1109390558
794	0.1109160163
795	0.1108922367
796	0.1108561661
797	0.1108334028
798	0.1108081008
799	0.1107937228
800	0.1107786311
801	0.1107550457
802	0.1107139378
803	0.1107025873
804	0.1106810661
805	0.1106546704
806	0.110627427
807	0.1105992701
808	0.1105814198
809	0.1105600111
810	0.1105362397
811	0.110516158
812	0.1104934433
813	0.1104762686
814	0.1104468793
815	0.1104182248
816	0.1103922185
817	0.110367649
818	0.1103498068
819	0.11032668
820	0.1103032687
821	0.110286461
822	0.1102684901
823	0.1102470827
824	0.1102314046
825	0.1102156032
826	0.1101933744
827	0.1101662892
828	0.1101364627
829	0.1101250879
830	0.1101027496
831	0.1100884742
832	0.1100702728
833	0.1100503
834	0.110018345
835	0.1100012446
836	0.1099694268
837	0.1099386004
838	0.1099141274
839	0.1098922955
840	0.109856712
841	0.1098421644
842	0.1098004023
843	0.1097682496
844	0.1097346496
845	0.1097177266
846	0.1096951439
847	0.1096743425
848	0.1096361628
849	0.1096093826
850	0.1095927759
851	0.1095509781
852	0.1095081279
853	0.1094628567
854	0.1094428736
855	0.1094300164
856	0.1094041648
857	0.109384731
858	0.1093480501
859	0.1093257533
860	0.109295985
861	0.1092670904
862	0.1092516355
863	0.1092341282
864	0.1092114815
865	0.1091910707
866	0.1091741196
867	0.109142752
868	0.1091057818
869	0.1090852612
870	0.1090610946
871	0.1090378171
872	0.1090209095
873	0.1090099155
874	0.1089946013
875	0.1089711527
876	0.1089479754
877	0.1089173214
878	0.1089052051
879	0.1088817736
880	0.108863045
881	0.1088409628
882	0.1088080606
883	0.1087847587
884	0.1087663225
885	0.1087420046
886	0.1087279802
887	0.1086957722
888	0.1086712977
889	0.108658232
890	0.1086193029
891	0.1085972301
892	0.1085815315
893	0.1085638425
894	0.108520851
895	0.1085019661
896	0.1084734465
897	0.1084376543
898	0.1084196908
899	0.1084021261
900	0.1083861499
901	0.1083522653
902	0.1083337803
903	0.1083181213
904	0.1082944086
905	0.108276457
906	0.1082610468
907	0.1082383753
908	0.1082057073
909	0.1081889721
910	0.1081570125
911	0.1081419607
912	0.1081178904
913	0.1080708445
914	0.1080510116
915	0.1080343067
916	0.1080190798
917	0.1080007481
918	0.1079748946
919	0.1079557264
920	0.10791788
921	0.1079048023
922	0.107888188
923	0.1078707962
924	0.1078503756
925	0.107832963
926	0.107806667
927	0.1077913698
928	0.1077711285
929	0.1077487828
930	0.107725276
931	0.1077020206
932	0.1076817035
933	0.1076538486
934	0.1076256769
935	0.1076052745
936	0.1075904894
937	0.1075787831
938	0.1075587104
939	0.107534232
940	0.1075241122
941	0.1075057912
942	0.1074785821
943	0.1074571916
944	0.1074433532
945	0.1074203087
946	0.1074023336
947	0.107376687
948	0.1073529421
949	0.1073375214
950	0.1073131328
951	0.1072893421
952	0.10727417
953	0.1072298171
954	0.1072182928
955	0.1072009327
956	0.1071618806
957	0.1071422257
958	0.1071185424
959	0.1071057972
960	0.1070921087
961	0.1070551625
962	0.1070369553
963	0.1070196316
964	0.1069936535
965	0.1069805806
966	0.106957668
967	0.1069362798
968	0.1069173645
969	0.1068973527
970	0.1068751735
971	0.1068543381
972	0.106835092
973	0.1068180371
974	0.1068028855
975	0.1067671839
976	0.10673539
977	0.1066829347
978	0.1066610583
979	0.1066428517
980	0.1066306429
981	0.1066209085
982	0.1065970704
983	0.1065826493
984	0.1065681479
985	0.1065469394
986	0.106519
987	0.1064867165
988	0.1064759371
989	0.1064456704
990	0.1064268369
991	0.1064130448
992	0.1063912099
993	0.1063744003
994	0.1063456918
995	0.1063177622
996	0.1062880001
997	0.1062705
998	0.1062553717
999	0.1062322592
1000	0.1062213751
1001	0.1062033174
1002	0.1061655434
1003	0.1061405922
1004	0.1061272247
1005	0.1061106504
1006	0.1060978669
1007	0.1060852087
1008	0.1060690335
1009	0.1060521604
1010	0.106034658
1011	0.1059993066
1012	0.105985027
1013	0.1059762816
1014	0.1059619883
1015	0.1059454345
1016	0.1059303278
1017	0.1059126466
1018	0.1058942362
1019	0.1058789101
1020	0.1058652089
1021	0.1058421435
1022	0.1058221996
1023	0.1058036478
1024	0.1057907385
1025	0.1057752775
1026	0.1057656473
1027	0.1057449147
1028	0.1057061526
1029	0.1056902262
1030	0.1056761231
1031	0.1056675691
1032	0.105652933
1033	0.1056373858
1034	0.105623701
1035	0.1056027655
1036	0.1055890735
1037	0.1055643197
1038	0.1055533692
1039	0.1055323887
1040	0.1055114432
1041	0.1054973157
1042	0.1054804348
1043	0.105456203
1044	0.1054356995
1045	0.1054228778
1046	0.105410887
1047	0.1053705099
1048	0.1053597199
1049	0.1053339955
1050	0.1053240108
1051	0.1053103257
1052	0.1053011779
1053	0.1052894669
1054	0.1052685438
1055	0.1052550989
1056	0.1052321713
1057	0.1052149354
1058	0.1051987062
1059	0.1051797836
1060	0.1051602755
1061	0.1051409978
1062	0.1051189336
1063	0.1050992672
1064	0.1050863143
1065	0.1050662386
1066	0.105051533
1067	0.1050334687
1068	0.1049964309
1069	0.1049817229
1070	0.1049710931
1071	0.1049414189
1072	0.1049200792
1073	0.1049098185
1074	0.1048973809
1075	0.1048804738
1076	0.1048662797
1077	0.1048527277
1078	0.1048061668
1079	0.1047722212
1080	0.1047523838
1081	0.1047372145
1082	0.1047279231
1083	0.1047054047
1084	0.1046839704
1085	0.1046648123
1086	0.1046558671
1087	0.104645484
1088	0.1046167645
1089	0.1045926891
1090	0.1045800989
1091	0.1045686978
1092	0.1045194108
1093	0.104510107
1094	0.1044957869
1095	0.1044889165
1096	0.1044769114
1097	0.1044631892
1098	0.1044248226
1099	0.1044078816
1100	0.1043933983
1101	0.104372426
1102	0.1043572306
1103	0.1043203097
1104	0.1043075027
1105	0.1042892986
1106	0.1042751104
1107	0.1042631204
1108	0.1042432293
1109	0.1042273551
1110	0.1042017736
1111	0.1041917024
1112	0.1041821531
1113	0.1041651436
1114	0.1041503618
1115	0.1041320299
1116	0.1041262178
1117	0.1041097513
1118	0.1040554673
1119	0.1040392743
1120	0.1040099921
1121	0.1039921831
1122	0.1039817126
1123	0.103971504
1124	0.1039572234
1125	0.1039434959
1126	0.1039284148
1127	0.1039112953
1128	0.1038985651
1129	0.1038839125
1130	0.1038689128
1131	0.1038601235
1132	0.1038378987
1133	0.103820734
1134	0.1037930642
1135	0.1037707968
1136	0.1037574882
1137	0.103737401
1138	0.1037272096
1139	0.103709855
1140	0.1036962968
1141	0.1036887733
1142	0.1036749242
1143	0.1036571745
1144	0.1036491244
1145	0.103634295
1146	0.1036098814
1147	0.1036013371
1148	0.1035872787
1149	0.1035736164
1150	0.1035556952
1151	0.103533847
1152	0.1035184122
1153	0.1035047838
1154	0.1034642758
1155	0.1034479306
1156	0.1034317212
1157	0.1034185939
1158	0.1034055032
1159	0.1033936933
1160	0.1033841271
1161	0.1033632299
1162	0.1033401452
1163	0.1033268125
1164	0.1033035965
1165	0.1032918272
1166	0.1032767147
1167	0.1032606159
1168	0.1032516813
1169	0.1032383193
1170	0.103217426
1171	0.1032084744
1172	0.1031994716
1173	0.103191817
1174	0.1031511986
1175	0.1031384515
1176	0.1031284357
1177	0.1031177177
1178	0.103100597
1179	0.1030832877
1180	0.1030732435
1181	0.1030520985
1182	0.1030302229
1183	0.1030152692
1184	0.1029999173
1185	0.1029856963
1186	0.1029744804
1187	0.1029467505
1188	0.1029258092
1189	0.1029189881
1190	0.1029049031
1191	0.1028864406
1192	0.1028750919
1193	0.1028580143
1194	0.1028480065
1195	0.1028264293
1196	0.1028059578
1197	0.102789268
1198	0.1027747219
1199	0.1027571519
1200	0.1027508351
1201	0.1027391362
1202	0.1027270848
1203	0.102711665
1204	0.1026988397
1205	0.1026725671
1206	0.1026647661
1207	0.1026523879
1208	0.1026455783
1209	0.1026378144
1210	0.102626111
1211	0.1026155138
1212	0.102606074
1213	0.1025913173
1214	0.1025790814
1215	0.1025700678
1216	0.1025619514
1217	0.1025489582
1218	0.1025307621
1219	0.1025187241
1220	0.102508045
1221	0.1024926809
1222	0.1024783485
1223	0.1024626774
1224	0.1024478608
1225	0.1024371913
1226	0.1024285185
1227	0.10240054
1228	0.1023917475
1229	0.1023712104
1230	0.1023540955
1231	0.102337333
1232	0.1023246161
1233	0.1023180347
1234	0.1023038209
1235	0.102286895
1236	0.1022750583
1237	0.1022595875
1238	0.1022475662
1239	0.1022387824
1240	0.1022304613
1241	0.1022109129
1242	0.1021964257
1243	0.1021877693
1244	0.1021692881
1245	0.1021422907
1246	0.1021278328
1247	0.102111618
1248	0.1020995769
1249	0.1020883045
1250	0.1020766874
1251	0.102068291
1252	0.1020510891
1253	0.1020382027
1254	0.1020225138
1255	0.1019805805
1256	0.1019631976
1257	0.1019546587
1258	0.101940479
1259	0.1019291688
1260	0.1019214344
1261	0.1019146836
1262	0.1019009254
1263	0.1018850654
1264	0.1018600263
1265	0.1018478798
1266	0.1018362019
1267	0.1018248138
1268	0.1018106754
1269	0.1018009075
1270	0.1017876234
1271	0.1017738505
1272	0.1017663507
1273	0.1017556423
1274	0.1017327518
1275	0.1017186781
1276	0.1017064685
1277	0.1016939661
1278	0.1016846552
1279	0.1016673655
1280	0.1016527863
1281	0.1016338735
1282	0.1016135024
1283	0.1016017078
1284	0.1015947863
1285	0.101577933
1286	0.1015693583
1287	0.1015519888
1288	0.1015410219
1289	0.101520408
1290	0.1015034446
1291	0.1014750692
1292	0.1014668591
1293	0.1014530706
1294	0.1014354287
1295	0.1014279574
1296	0.1014169295
1297	0.1013876642
1298	0.1013705644
1299	0.1013503175
1300	0.1013414448
1301	0.1013332573
1302	0.1013247392
1303	0.1013172343
1304	0.1013052398
1305	0.10127911
1306	0.1012683958
1307	0.1012448624
1308	0.101199395
1309	0.1011873606
1310	0.1011470339
1311	0.101136123
1312	0.1011278918
1313	0.1011057572
1314	0.1010828217
1315	0.1010695342
1316	0.1010600238
1317	0.1010517981
1318	0.1010415947
1319	0.1010189886
1320	0.1010099613
1321	0.1009907649
1322	0.1009814019
1323	0.1009502466
1324	0.1009337318
1325	0.1009233195
1326	0.1009047995
1327	0.1008970589
1328	0.1008904214
1329	0.1008791532
1330	0.1008437435
1331	0.1008372199
1332	0.1008301638
1333	0.100821562
1334	0.1008118485
1335	0.1008049291
1336	0.1007958134
1337	0.1007879321
1338	0.1007783146
1339	0.100761157
1340	0.1007463369
1341	0.1007386184
1342	0.1007258554
1343	0.1007153176
1344	0.1006949073
1345	0.1006838138
1346	0.1006597089
1347	0.1006539007
1348	0.1006282495
1349	0.1006201857
1350	0.1006048916
1351	0.1005921399
1352	0.1005825092
1353	0.1005754741
1354	0.1005654198
1355	0.1005485764
1356	0.100540525
1357	0.1005335197
1358	0.1005170151
1359	0.1004987692
1360	0.1004793019
1361	0.1004694095
1362	0.1004627493
1363	0.1004447214
1364	0.1004343119
1365	0.1004272493
1366	0.1004052907
1367	0.1003970521
1368	0.1003872
1369	0.1003706846
1370	0.1003581997
1371	0.1003520517
1372	0.100341105
1373	0.1003277876
1374	0.1003192375
1375	0.1002960527
1376	0.1002840329
1377	0.1002738259
1378	0.1002618014
1379	0.1002461634
1380	0.1002342705
1381	0.1002246695
1382	0.1002163436
1383	0.1002066852
1384	0.1001969041
1385	0.100188547
1386	0.100179107
1387	0.1001732628
1388	0.1001642712
1389	0.1001571263
1390	0.1001503369
1391	0.1001444433
1392	0.100136144
1393	0.1001300042
1394	0.1000980654
1395	0.1000891946
1396	0.1000741266
1397	0.1000690232
1398	0.1000474026
1399	0.1000377766
1400	0.100028529
1401	0.1000152252
1402	0.09999996453
1403	0.09997890557
1404	0.09996623998
1405	0.09995618937
1406	0.09994054864
1407	0.09993362072
1408	0.09992150511
1409	0.09990886253
1410	0.09989335654
1411	0.09987533645
1412	0.09984832967
1413	0.0998353086
1414	0.09981732304
1415	0.09980838707
1416	0.09978354566
1417	0.0997741311
1418	0.099767721
1419	0.09975926197
1420	0.09975035638
1421	0.0997351766
1422	0.09972604316
1423	0.09971769746
1424	0.09970710904
1425	0.09969327306
1426	0.09967861878
1427	0.09967250732
1428	0.09966475784
1429	0.09965474297
1430	0.09964592846
1431	0.09963389387
1432	0.09962625954
1433	0.09961654049
1434	0.09960476554
1435	0.09959494942
1436	0.09958216466
1437	0.09955145969
1438	0.09954136815
1439	0.09953430853
1440	0.09952592711
1441	0.09951495667
1442	0.09950663642
1443	0.09949598085
1444	0.0994871086
1445	0.09946268224
1446	0.09945168132
1447	0.09942786893
1448	0.09941482457
1449	0.09938815301
1450	0.09938195566
1451	0.09937200103
1452	0.09936094825
1453	0.09934397035
1454	0.09933342921
1455	0.09932696665
1456	0.09930476855
1457	0.09929318234
1458	0.09928071865
1459	0.09926968435
1460	0.09926046993
1461	0.09925515911
1462	0.09924456528
1463	0.09923577028
1464	0.09922478103
1465	0.09920923938
1466	0.09919183582
1467	0.09918588266
1468	0.0991698019
1469	0.09915050398
1470	0.09913421629
1471	0.0991217725
1472	0.09911503463
1473	0.09910569526
1474	0.09910122763
1475	0.09908786449
1476	0.09907425783
1477	0.09906330924
1478	0.09902706452
1479	0.09902246069
1480	0.09901386247
1481	0.09900673933
1482	0.09900133759
1483	0.09899497509
1484	0.09898371878
1485	0.09897725477
1486	0.09895611274
1487	0.09893988827
1488	0.0989307979
1489	0.09892464766
1490	0.09890803361
1491	0.09889406399
1492	0.09888576723
1493	0.09887174538
1494	0.09885963643
1495	0.09884519302
1496	0.09883647668
1497	0.0988134406
1498	0.09879421908
1499	0.09878102222
1500	0.09877465789
1501	0.09876508207
1502	0.09875624511
1503	0.09874580619
1504	0.09873580118
1505	0.09871940579
1506	0.09870844755
1507	0.0987023615
1508	0.09869498456
1509	0.09868633871
1510	0.09867245056
1511	0.09866412783
1512	0.09864824357
