antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
fund_flag,financial_flag,0.18490833333333334,0.2689666666666667,0.1002,0.5418901257379782,2.0147110883801393,1.0,0.05046582194444443,1.5957598262010164,0.617907087271443,0.28331094931787654,0.3733392810240913,0.45721349761926794
insurance_flag,deposit_flag,0.20145833333333332,0.95005,0.191575,0.9509410548086867,1.0009379030668772,1.0,0.00017951041666669498,1.0181629426644208,0.001173419331881106,0.19957115077435933,0.017838935108844555,0.5762941682653506
fund_flag,deposit_flag,0.18490833333333334,0.95005,0.17580833333333334,0.9507864257064311,1.0007751441570771,1.0,0.00013617125000001118,1.0149638736263749,0.0009502535796542716,0.1832959738657492,0.014743257386009522,0.5679190448269713
financial_flag,deposit_flag,0.2689666666666667,0.95005,0.2557083333333333,0.9507064072375758,1.000690918622784,1.0,0.00017655166666663558,1.0133162790697667,0.0009444734629095283,0.2654480652612092,0.01314128603755501,0.6099294539915753
